20231214-214333:4,21.5
20231214-214334:4,20.7
20231214-214335:4,5.1
20231214-214336:4,11.0
20231214-214337:4,6.5
20231214-214338:4,8.1
20231214-214339:4,5.0
20231214-214340:4,15.5
20231214-214341:4,18.1
